"","Hora_UTC","Período","lat_d","lon_d","Estado_Costeiro","Tipo_Navio","Bandeira","Estado do Navio","Distância_Costa(MN)","ÁREA_NAVEGAÇÃO","Classificação_Ataque","N_Criminosos","Armamento","Hijack","Sequestro","N_Sequestrados","Rapto","N_Raptados","Feridos","N_Feridos","Mortos","N_Mortos","MedidasProteção","Alarme","Ajuda_Autoridades","Equipa_Segurança","CIDADELA","Manobra_Evasiva","ValoresRoubados_Navio","Carga_Roubada","DATA","Data_hora"
"86","07:50:00","Diurno","4.26","1.4266666666667","Gana","Cargo Ship","Libéria","Navegar","","Águas Internacionais","NCONSEGUIDO","6","","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","2011-10-26 00:00:00","2011-10-26 07:50:00"
"87","20:45:00","Noturno ","4.6666666666667","2.8166666666667","Benin","Bulk Carrier","Grécia","Navegar","","Águas Internacionais","ROUBO","9","Machine Gun","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2011-10-30 00:00:00","2011-10-30 20:45:00"
"88","02:55:00","Noturno ","8.501","-13.230333333333","Serra Leoa","Bulk Carrier","Antigua&Barbuda","Fundeado","","Área Portuária","NCONSEGUIDO","2","","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2011-11-03 00:00:00","2011-11-03 02:55:00"
"89","04:25:00","Noturno ","3.975","5.5416666666667","Nigéria","Tug","Chipre","Navegar","","Águas Internacionais","ROUBO","7","Machine Gun","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","2011-11-17 00:00:00","2011-11-17 04:25:00"
"90","01:05:00","Noturno","5.2666666666667","4.035","Costa do Marfim","Supply Ship","Singapura","Fundeado","","Mar Territorial","ROUBO","2","Knives","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2011-12-06 00:00:00","2011-12-06 01:05:00"
"91","00:30:00","Noturno ","5.8583333333333","3.0966666666667","Nigéria","Chemical Tanker","Panamá","Navegar","","Águas Internacionais","ROUBO","10","Machine Gun","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","2012-01-03 00:00:00","2012-01-03 00:30:00"
"92","19:15:00","Noturno ","3.3566666666667","7.215","Camarões","Bulk Carrier","Noruega","Navegar","","Águas Internacionais","ROUBO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","1","0","2012-01-09 00:00:00","2012-01-09 19:15:00"
"93","15:22:00","Diurno","3","7.4666666666667","Camarões","Cargo Ship","Libéria","Navegar","","Águas Internacionais","NCONSEGUIDO","8","Machine Gun","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","2012-01-09 00:00:00","2012-01-09 15:22:00"
"94","00:01:00","Noturno ","5.2185","-4.0431666666667","Costa do Marfim","Cargo Ship","Libéria","Fundeado","","Mar Territorial","ROUBO","2","Knives","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","1","0","2012-01-11 00:00:00","2012-01-11 00:01:00"
"95","02:50:00","Noturno ","6.3","3.3333333333333","Nigéria","Chemical Tanker","Bahamas","Fundeado","","Mar Territorial","HIJACK/ROUBO","12","Machine Gun","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2012-01-16 00:00:00","2012-01-16 02:50:00"
"96","01:30:00","Noturno ","-4.75","11.8","Congo","Guard Vessel","SãoCristóvão&Neves","Fundeado","","Mar Territorial","ROUBO","5","Knives","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","2012-01-30 00:00:00","2012-01-30 01:30:00"
"97","01:10:00","Noturno ","-5.7666666666667","11.783333333333","Congo","Cargo Ship","Libéria","Fundeado","","Mar Territorial","ROUBO","6","","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","2012-02-04 00:00:00","2012-02-04 01:10:00"
"98","14:02:00","Diurno","4.9583333333333","2.2783333333333","Benin","Tanker","Panamá","Navegar","","Águas Internacionais","HIJACK","8","","1","0","0","1","18","0","0","0","0","1","0","1","0","0","0","0","0","2012-02-09 00:00:00","2012-02-09 14:02:00"
"99","03:00:00","Noturno ","4.9168333333333","-1.706","Gana","Supply Ship","Libéria","Fundeado","","Área Portuária","ROUBO","4","Knives","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2012-02-09 00:00:00","2012-02-09 03:00:00"
"100","19:13:00","Noturno ","5.1916666666667","3.4516666666667","Nigéria","Cargo Ship","Malta","Navegar","","Águas Internacionais","NCONSEGUIDO","16","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2012-02-11 00:00:00","2012-02-11 19:13:00"
"101","02:50:00","Noturno ","4.7166666666667","3.7333333333333","Nigéria","Bulk Carrier","Panamá","Navegar","","Águas Internacionais","HOMICIDIO/ROUBO","8","Machine Gun","0","0","0","1","1","0","0","1","2","1","0","1","0","0","0","1","0","2012-02-13 00:00:00","2012-02-13 02:50:00"
"102","15:22:00","Diurno","5.2666666666667","-4.0166666666667","Costa do Marfim","Supply Ship","Singapura","Fundeado","","Área Portuária","ROUBO","3","Knives","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","2012-02-26 00:00:00","2012-02-26 15:22:00"
"103","15:10:00","Diurno","4.2","6.9333333333333","Nigéria","Cargo Ship","Curaçao","Fundeado","","Mar Territorial","ROUBO/SEQUESTRO","8","Machine Gun","0","1","2","0","0","1","1","0","0","0","0","0","0","0","0","1","0","2012-02-28 00:00:00","2012-02-28 15:10:00"
"104","21:10:00","Noturno ","4.3333333333333","5.7833333333333","Nigéria","Chemical Tanker","Panamá","Navegar","","Mar Territorial","NCONSEGUIDO","8","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2012-02-29 00:00:00","2012-02-29 21:10:00"
"105","20:30:00","Noturno ","4.9","-1.7083333333333","Gana","Supply Ship","Panamá","Fundeado","","Área Portuária","NCONSEGUIDO","1","Knives","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","2012-03-04 00:00:00","2012-03-04 20:30:00"
"106","10:30:00","Diurno","4.2083333333333","6.91","Nigéria","Chemical Tanker","IlhasMarshall","Navegar","","Mar Territorial","NCONSEGUIDO","7","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","1","0","1","0","0","2012-03-07 00:00:00","2012-03-07 10:30:00"
"107","01:30:00","Noturno ","-6.8658333333333","13.051833333333","Angola","Cargo Ship","Filipinas","Fundeado","","Área Portuária","ROUBO","10","","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","1","1","2012-03-14 00:00:00","2012-03-14 01:30:00"
"108","22:30:00","Noturno ","5.2166666666667","-4.0333333333333","Costa do Marfim","Tanker","Singapura","Fundeado","","Área Portuária","ROUBO","6","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2012-03-17 00:00:00","2012-03-17 22:30:00"
"109","08:25:00","Diurno","2.9533333333333","6.2075","Nigéria","Chemical Tanker","Libéria","Navegar","","Águas Internacionais","NCONSEGUIDO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2012-03-22 00:00:00","2012-03-22 08:25:00"
"110","02:30:00","Noturno ","6","1.25","Gana","Tanker","China","Fundeado","","Mar Territorial","NCONSEGUIDO","10","","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2012-04-04 00:00:00","2012-04-04 02:30:00"
"111","05:10:00","Noturno ","6.02","1.2883333333333","Togo","Bulk Carrier","Bahamas","Fundeado","","Mar Territorial","NCONSEGUIDO","4","","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2012-04-12 00:00:00","2012-04-12 05:10:00"
"112","00:25:00","Noturno ","5.975","1.28","Gana","Tanker","Libéria","Fundeado","","Mar Territorial","ROUBO","2","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","1","0","2012-04-12 00:00:00","2012-04-12 00:25:00"
"113","01:30:00","Noturno ","6.0333333333333","1.25","Gana","Chemical Tanker","China","Fundeado","","Mar Territorial","NCONSEGUIDO","16","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2012-04-26 00:00:00","2012-04-26 01:30:00"
"114","05:00:00","Noturno ","-5.865","13.415","República Dem. Congo","Cargo Ship","Malta","Fundeado","","Área Portuária","ROUBO","7","Knives","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2012-04-27 00:00:00","2012-04-27 05:00:00"
"115","16:08:00","Diurno","6.019","1.3366666666667","Togo","Tanker","Panamá","Navegar","","Mar Territorial","HIJACK/ROUBO","6","","1","0","0","1","24","0","0","0","0","0","0","0","0","0","0","1","1","2012-04-30 00:00:00","2012-04-30 16:08:00"
"116","01:30:00","Noturno ","-4.7666666666667","11.833333333333","Congo","Tug","Singapura","Fundeado","","Área Portuária","ROUBO","4","Knives","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2012-05-03 00:00:00","2012-05-03 01:30:00"
"117","06:40:00","Noturno ","4.4365","4.974","Nigéria","Supply Ship","Singapura","Navegar","","Águas Internacionais","HIJACK/ROUBO","6","","1","0","0","1","13","0","0","0","0","0","0","0","0","0","0","1","1","2012-05-07 00:00:00","2012-05-07 06:40:00"
"118","07:20:00","Diurno","3.5583333333333","5.78","Nigéria","Supply Ship","Singapura","Navegar","","Águas Internacionais","ROUBO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","1","0","2012-05-08 00:00:00","2012-05-08 07:20:00"
"119","18:45:00","Diurno","4.6533333333333","4.7533333333333","Nigéria","Landing Craft","Curaçao","Navegar","","Águas Internacionais","ROUBO","6","Machine Gun","0","0","0","0","0","1","4","0","0","1","1","1","0","1","0","1","0","2012-05-17 00:00:00","2012-05-17 18:45:00"
"120","01:45:00","Noturno ","6.3223333333333","3.4901666666667","Nigéria","Tanker","Libéria","Fundeado","","Mar Territorial","ROUBO","3","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","1","0","2012-06-01 00:00:00","2012-06-01 01:45:00"
"121","01:10:00","Noturno ","5.5333333333333","3.5333333333333","Nigéria","Chemical Tanker","Libéria","Navegar","","Águas Internacionais","HIJACK/ROUBO","12","Machine Gun","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2012-06-25 00:00:00","2012-06-25 01:10:00"
"122","01:10:00","Noturno ","4.0283333333333","6.1016666666667","Nigéria","Tanker","Libéria","Navegar","","Águas Internacionais","NCONSEGUIDO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","2012-06-30 00:00:00","2012-06-30 01:10:00"
"123","05:20:00","Noturno ","2.6483333333333","6.1583333333333","Nigéria","Cargo Ship","Libéria","Navegar","","Águas Internacionais","NCONSEGUIDO","5","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","2012-06-30 00:00:00","2012-06-30 05:20:00"
"124","05:15:00","Noturno ","2.6666666666667","6.1383333333333","Nigéria","Tanker","Grécia","Navegar","","Águas Internacionais","NCONSEGUIDO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","2012-06-30 00:00:00","2012-06-30 05:15:00"
"125","14:20:00","Diurno","5.2733333333333","-4.03","Costa do Marfim","Container","China","Fundeado","","Área Portuária","ROUBO","2","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2012-07-09 00:00:00","2012-07-09 14:20:00"
"126","00:55:00","Noturno ","9.2316666666667","-13.79","Guiné","Cargo Ship","Alemanha","Navegar","","Águas Internacionais","ROUBO","7","Machine Gun","0","0","0","1","2","1","1","0","0","0","0","0","0","0","0","1","0","2012-07-15 00:00:00","2012-07-15 00:55:00"
"127","00:45:00","Noturno ","6.2883333333333","2.4683333333333","Benin","Cargo Ship","IlhasMarshall","Fundeado","","Mar Territorial","ROUBO","2","Machine Gun","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2012-07-17 00:00:00","2012-07-17 00:45:00"
"128","23:30:00","Noturno ","6.0833333333333","1.3","Togo","Chemical Tanker","Singapura","Fundeado","","Mar Territorial","NCONSEGUIDO","12","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","0","2012-07-27 00:00:00","2012-07-27 23:30:00"
"129","00:30:00","Noturno ","6","1.2833333333333","Gana","Tanker","IlhasMarshall","Fundeado","","Mar Territorial","NCONSEGUIDO","6","","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2012-07-27 00:00:00","2012-07-27 00:30:00"
"130","01:40:00","Noturno ","6.0416666666667","1.275","Togo","Chemical Tanker","IlhasMarshall","Fundeado","","Mar Territorial","NCONSEGUIDO","5","","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","0","2012-07-30 00:00:00","2012-07-30 01:40:00"
"131","01:20:00","Noturno ","3.7666666666667","6.6666666666667","Nigéria","Barge Carrier","SãoVicente&Granadinas","Fundeado","","Águas Internacionais","HOMICIDIO/ROUBO","6","Machine Gun","0","1","4","0","0","1","2","1","2","1","0","1","1","0","0","1","0","2012-08-03 00:00:00","2012-08-03 01:20:00"
"132","00:50:00","Noturno ","6.05","1.2666666666667","Togo","Chemical Tanker","Noruega","Fundeado","","Mar Territorial","NCONSEGUIDO","8","","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2012-08-06 00:00:00","2012-08-06 00:50:00"
"133","00:00:00","Noturno ","8.5","-13.545","Serra Leoa","Bulk Carrier","Panamá","Fundeado","","Águas Internacionais","ROUBO","3","Knives","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2012-08-10 00:00:00","2012-08-10 00:00:00"
"134","04:00:00","Noturno ","-4.75","11.816666666667","Congo","Supply Ship","Singapura","Fundeado","","Mar Territorial","ROUBO","6","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2012-08-16 00:00:00","2012-08-16 04:00:00"
"135","23:10:00","Noturno ","5.8333333333333","1.2333333333333","Gana","Tanker","Panamá","Navegar","","Águas Internacionais","HIJACK/ROUBO","16","Machine Gun","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2012-08-18 00:00:00","2012-08-18 23:10:00"
"136","02:30:00","Noturno ","9.265","-13.971666666667","Guiné","Bulk Carrier","Malta","Fundeado","","Águas Internacionais","ROUBO","6","Machine Gun","0","0","0","1","3","1","1","0","0","0","0","0","0","0","0","1","0","2012-08-21 00:00:00","2012-08-21 02:30:00"
"137","02:00:00","Noturno ","7","1.2666666666667","Gana","Tanker","Ilha de Man","Fundeado","","Mar Territorial","HIJACK/ROUBO","6","Machine Gun","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","2012-08-28 00:00:00","2012-08-28 02:00:00"
"138","00:53:00","Noturno ","6.1833333333333","2.9333333333333","Nigéria","Chemical Tanker","Singapura","Navegar","","Águas Internacionais","NCONSEGUIDO","20","Machine Gun","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","2012-09-05 00:00:00","2012-09-05 00:53:00"
"139","02:35:00","Noturno ","3.8833333333333","9.5333333333333","Camarões","Tanker","Panamá","Atracado","","Área Portuária","ROUBO","6","Machine Gun","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","1","0","2012-09-08 00:00:00","2012-09-08 02:35:00"
"140","19:35:00","Noturno ","6.1505","2.8893333333333","Nigéria","Tanker","Dinamarca","Navegar","","Águas Internacionais","NCONSEGUIDO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","2012-09-09 00:00:00","2012-09-09 19:35:00"
"141","20:30:00","Noturno ","4.8133333333333","1.4183333333333","Gana","Tanker","Libéria","Navegar","","Águas Internacionais","HIJACK/ROUBO","12","Machine Gun","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2012-10-04 00:00:00","2012-10-04 20:30:00"
"142","23:30:00","Noturno ","5.2093333333333","-4.0613333333333","Costa do Marfim","Tanker","Bahamas","Fundeado","","Mar Territorial","HIJACK/ROUBO","14","Machine Gun","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2012-10-05 00:00:00","2012-10-05 23:30:00"
"143","11:30:00","Diurno","3.65","6.2333333333333","Nigéria","Supply Ship","Luxemburgo","Navegar","","Águas Internacionais","ROUBO/SEQUESTRO","6","Machine Gun","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2012-10-15 00:00:00","2012-10-15 11:30:00"
"144","00:35:00","Noturno ","9.4016666666667","-13.765","Guiné","Cargo Ship","Malta","Fundeado","","Mar Territorial","ROUBO","6","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2012-10-16 00:00:00","2012-10-16 00:35:00"
"145","20:15:00","Noturno ","3.9066666666667","5.4183333333333","Nigéria","Barge Carrier","Libéria","Navegar","","Águas Internacionais","NCONSEGUIDO","6","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","2012-10-24 00:00:00","2012-10-24 20:15:00"
"146","23:25:00","Noturno ","6.056","1.2743333333333","Togo","Cargo Ship","EUA","Fundeado","","Mar Territorial","NCONSEGUIDO","6","","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2012-11-21 00:00:00","2012-11-21 23:25:00"
"147","22:50:00","Noturno ","6.0383333333333","1.305","Togo","Chemical Tanker","China","Fundeado","","Mar Territorial","NCONSEGUIDO","4","","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","2012-11-30 00:00:00","2012-11-30 22:50:00"
"148","03:00:00","Noturno ","6.0738333333333","1.2721666666667","Togo","Tanker","Luxemburgo","Fundeado","","Mar Territorial","NCONSEGUIDO","8","","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","2012-12-11 00:00:00","2012-12-11 03:00:00"
"149","23:10:00","Noturno ","4.2666666666667","5.33","Nigéria","Supply Ship","Honduras","Navegar","","Águas Internacionais","HOMICIDIO","6","Machine Gun","0","0","0","0","0","1","2","1","1","1","1","0","1","0","1","0","0","2012-12-13 00:00:00","2012-12-13 23:10:00"
"150","12:45:00","Diurno","3.7348333333333","5.6211666666667","Nigéria","Chemical Tanker","IlhasMarshall","Navegar","","Águas Internacionais","ROUBO/SEQUESTRO","3","Machine Gun","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2012-12-17 00:00:00","2012-12-17 12:45:00"
"151","00:30:00","Noturno ","5.22","-3.9833333333333","Costa do Marfim","Chemical Tanker","Panamá","Fundeado","","Mar Territorial","ROUBO","6","Machine Gun/ Knives","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","1","0","2012-12-23 00:00:00","2012-12-23 00:30:00"
"152","18:45:00","Noturno ","4.0166666666667","5.2333333333333","Nigéria","Supply Ship","Itália","Navegar","","Águas Internacionais","ROUBO/SEQUESTRO","8","Machine Gun","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2012-12-23 00:00:00","2012-12-23 18:45:00"
"153","23:30:00","Noturno ","-4.7316666666667","11.778333333333","Congo","Cargo Ship","Malta","Fundeado","","Mar Territorial","NCONSEGUIDO","3","Knives","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2013-01-14 00:00:00","2013-01-14 23:30:00"
"154","22:00:00","Noturno ","5.35","4.0333333333333","Costa do Marfim","Tanker","Panamá","Navegar","","Águas Internacionais","HIJACK/ROUBO","8","","1","1","16","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2013-01-16 00:00:00","2013-01-16 22:00:00"
"155","04:30:00","Noturno ","20.885","-16.995","Mauritânia","Cargo Ship","Libéria","Fundeado","","Área Portuária","NCONSEGUIDO","8","Knives","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2013-01-31 00:00:00","2013-01-31 04:30:00"
"156","20:30:00","Noturno ","3.7716666666667","5.8183333333333","Nigéria","Tanker","Libéria","Navegar","","Águas Internacionais","NCONSEGUIDO","16","Machine Gun/RPG","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","2013-01-31 00:00:00","2013-01-31 20:30:00"
"157","07:00:00","Diurno","4.123","-3.907","Costa do Marfim","Tanker","Luxemburgo","Navegar","","Águas Internacionais","HIJACK/ROUBO","12","Machine Gun","1","0","0","1","17","1","2","0","0","0","0","0","0","0","0","1","1","2013-02-03 00:00:00","2013-02-03 07:00:00"
"158","00:24:00","Noturno ","6.3193333333333","3.4095","Nigéria","Chemical Tanker","IlhasMarshall","Fundeado","","Mar Territorial","HOMICIDIO","6","Machine Gun","0","0","0","0","0","0","0","1","1","1","0","0","1","0","0","0","0","2013-02-04 00:00:00","2013-02-04 00:24:00"
"159","06:00:00","Noturno ","3.6746666666667","5.8853333333333","Nigéria","Supply Ship","Libéria","Navegar","","Águas Internacionais","HIJACK","17","Machine Gun","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2013-02-07 00:00:00","2013-02-07 06:00:00"
"160","21:25:00","Noturno ","2.7833333333333","5.8","Nigéria","Bulk Carrier","Reino Unido","Navegar","","Águas Internacionais","ROUBO/SEQUESTRO","6","","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2013-02-07 00:00:00","2013-02-07 21:25:00"
"161","17:30:00","Diurno","3.5558333333333","6.5898333333333","Nigéria","Supply Ship","SãoVicente&Granadinas","Navegar","","Águas Internacionais","ROUBO/SEQUESTRO","12","Machine Gun","0","1","2","0","0","0","0","0","0","1","1","0","0","1","0","1","0","2013-02-10 00:00:00","2013-02-10 17:30:00"
"162","05:35:00","Noturno ","4.1113333333333","6.8761666666667","Nigéria","Cargo Ship","China","Navegar","","Águas Internacionais","NCONSEGUIDO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","2013-02-11 00:00:00","2013-02-11 05:35:00"
"163","02:30:00","Noturno","6.34","3.3683333333333","Nigéria","Product tanker","Nigéria","Fundeado","","Área Portuária","NCONSEGUIDO","","","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","2013-02-15 00:00:00","2013-02-15 02:30:00"
"164","07:00:00","Noturno ","3.9566666666667","5.3466666666667","Nigéria","Supply Ship","Malásia","Navegar","","Águas Internacionais","SEQUESTRO","6","Machine Gun","0","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2013-02-17 00:00:00","2013-02-17 07:00:00"
"165","05:15:00","Noturno ","6.45","3.3833333333333","Nigéria","Bulk Carrier","China","Atracado","","Área Portuária","ROUBO","4","","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","2013-02-17 00:00:00","2013-02-17 05:15:00"
"166","18:00:00","Diurno","3.85","5.95","Nigéria","Cargo Ship","Singapura","Navegar","","Águas Internacionais","NCONSEGUIDO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","2013-02-22 00:00:00","2013-02-22 18:00:00"
"167","03:00:00","Noturno ","5.3666666666667","-4.0333333333333","Costa do Marfim","Cargo Ship","EUA","Atracado","","Área Portuária","NCONSEGUIDO","2","","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","2013-03-24 00:00:00","2013-03-24 03:00:00"
"168","22:45:00","Noturno ","3.955","6.6833333333333","Nigéria","Tanker","Malta","Navegar","","Águas Internacionais","NCONSEGUIDO","10","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2013-03-30 00:00:00","2013-03-30 22:45:00"
"169","23:30:00","Noturno ","8.5","-13.183333333333","Serra Leoa","Bulk Carrier","Antigua&Barbuda","Fundeado","","Área Portuária","ROUBO","6","","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","0","2013-04-11 00:00:00","2013-04-11 23:30:00"
"170","00:12:00","Noturno ","1.8","6.7666666666667","Nigéria","Tanker","Grécia","Navegar","","Águas Internacionais","NCONSEGUIDO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","2013-04-16 00:00:00","2013-04-16 00:12:00"
"171","00:10:00","Noturno ","-4.7466666666667","11.811666666667","Congo","Bulk Carrier","IlhasMarshall","Fundeado","","Área Portuária","NCONSEGUIDO","3","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2013-04-18 00:00:00","2013-04-18 00:10:00"
"172","21:40:00","Noturno ","2.5166666666667","6.8333333333333","Nigéria","Cargo Ship","Libéria","Navegar","","Águas Internacionais","SEQUESTRO","6","Machine Gun","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2013-04-22 00:00:00","2013-04-22 21:40:00"
"173","22:45:00","Noturno ","3.85","5.6666666666667","Nigéria","Cargo Ship","Antigua&Barbuda","Navegar","","Águas Internacionais","NCONSEGUIDO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","2013-04-24 00:00:00","2013-04-24 22:45:00"
"174","20:45:00","Noturno ","4.1666666666667","5.5","Nigéria","Cargo Ship","Antigua&Barbuda","Navegar","","Águas Internacionais","ROUBO/SEQUESTRO","14","Machine Gun","0","1","5","0","0","0","0","0","0","1","1","0","0","1","0","1","0","2013-04-25 00:00:00","2013-04-25 20:45:00"
"175","18:30:00","Diurno","3.8","4.95","Nigéria","Cargo Ship","Antigua&Barbuda","Navegar","","Águas Internacionais","NCONSEGUIDO","8","","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","2013-04-26 00:00:00","2013-04-26 18:30:00"
"176","09:40:00","Noturno ","4.0383333333333","6.915","Nigéria","Cargo Ship","Bahamas","Navegar","","Águas Internacionais","NCONSEGUIDO","7","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","2013-05-04 00:00:00","2013-05-04 09:40:00"
"177","11:35:00","Diurno","3.825","6.6866666666667","Nigéria","Cargo Ship","Vanuatu","Navegar","","Águas Internacionais","NCONSEGUIDO","8","Machine Gun","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","2013-05-04 00:00:00","2013-05-04 11:35:00"
"178","22:45:00","Noturno ","5.695","1.3366666666667","Togo","Tanker","Malta","Navegar","","Águas Internacionais","NCONSEGUIDO","10","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","2013-05-05 00:00:00","2013-05-05 22:45:00"
"179","22:48:00","Noturno ","5.695","1.3366666666667","Togo","Chemical Tanker","Panamá","Navegar","","Águas Internacionais","NCONSEGUIDO","9","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","2013-05-05 00:00:00","2013-05-05 22:48:00"
"180","14:58:00","Diurno","4.7216666666667","8.345","Nigéria","Bulk Carrier","Panamá","Navegar","","Área Portuária","NCONSEGUIDO","7","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","2013-05-07 00:00:00","2013-05-07 14:58:00"
"181","22:30:00","Noturno ","6.0666666666667","1.25","Togo","Tanker","Grécia","Fundeado","","Mar Territorial","NCONSEGUIDO","8","","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","2013-05-09 00:00:00","2013-05-09 22:30:00"
"182","02:30:00","Noturno ","6.0516666666667","1.295","Togo","Chemical Tanker","Itália","Fundeado","","Mar Territorial","NCONSEGUIDO","11","","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","2013-05-17 00:00:00","2013-05-17 02:30:00"
"183","20:30:00","Noturno ","3.875","5.4666666666667","Nigéria","Tanker","Nigéria","Navegar","","Águas Internacionais","ROUBO/SEQUESTRO","8","Machine Gun","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2013-05-24 00:00:00","2013-05-24 20:30:00"
